smiles,gene_a,gene_b,pic50_a,pic50_b,relation_a,relation_b
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,ABL2,MAPK12,6.14,6.66,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ACVR1,RPS6KA1,6.6,5.47,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,DYRK1B,7.46,8.82,=,=
CCOC(=O)C1=c2sc(=Cc3ccco3)c(=O)n2C(N)=C(C#N)C1c1ccco1,ABL1,MAPKAPK5,7.1,5.9,=,=
CCN1CCN(Cc2ccc(NC(=O)c3cccc(-c4ccc5nc(NC(=O)C6CC6)sc5n4)c3)cc2C(F)(F)F)CC1,ABL1,MAPK12,8.92,7.0,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,NEK7,7.96,5.39,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,MKNK2,6.47,5.75,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,MAPK10,6.47,5.26,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1B,BMX,7.24,6.17,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ABL1,PRKCE,5.79,6.37,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAK1,CAMK2D,5.92,5.19,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,PIP4K2C,8.4,6.11,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,MARK1,6.41,5.38,=,=
CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,ABL1,RPS6KA4,6.3,6.9,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,FRK,6.51,5.7,=,=
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,AAK1,KDR,5.52,6.3,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,NUAK1,6.33,8.85,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,TTK,6.41,7.47,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ACVR1,ULK1,5.9,6.7,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL2,LIMK1,6.04,4.68,=,=
Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,AAK1,GRK2,8.7,5.45,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,HIPK4,6.7,5.61,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,NUAK1,6.28,5.64,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,STK24,6.33,6.92,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,DYRK2,8.4,7.23,=,=
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,AAK1,CDK2,5.38,7.32,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,STK17A,6.6,8.5,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,RPS6KA2,6.33,8.05,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL1,BLK,7.07,9.3,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,ACVR1B,AKT2,7.07,5.68,=,=
CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,AAK1,CHEK1,8.24,6.0,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL2,FGFR2,6.04,6.55,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,RPS6KA4,6.51,5.16,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,NTRK3,8.47,7.47,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,EPHA8,5.92,6.6,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL2,BTK,6.04,8.91,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,MYLK,6.33,7.4,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,MELK,7.2,6.2,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,MAP2K7,8.0,7.08,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,PDPK1,6.77,6.0,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,AKT3,7.46,8.0,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,PRKD3,7.85,5.73,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,TXK,6.51,5.42,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,ULK1,6.0,7.64,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ABL1,TAOK1,6.55,7.77,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,HIPK2,6.28,5.44,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,SIK2,8.1,5.75,=,=
CCNC(=O)c1c(OC)cc(-n2cnc3cc(-c4cnn(CC)c4)ccc32)cc1OC,ABL1,TGFBR2,7.28,6.15,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ACVR1,MAP3K5,8.82,7.01,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ABL1,STK16,6.64,5.82,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,AAK1,MAP3K11,6.76,7.28,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,GRK5,7.96,6.08,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ABL1,ILK,6.04,4.24,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,AAK1,CDK8,5.28,6.92,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,TLK2,7.46,8.12,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,JAK2,7.96,6.39,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,MAP3K1,8.47,5.75,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ABL1,GRK1,6.64,5.66,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,PKN2,6.51,5.6,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,TEK,8.92,7.18,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,TYK2,8.47,5.71,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,CIT,6.47,5.89,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,DAPK2,7.96,6.82,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,MAP3K12,8.92,6.6,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,MAPK9,7.2,5.8,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,ALK,6.7,5.92,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ACVR1,CDK3,5.72,6.39,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,ACVR1,6.86,8.3,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ABL2,RPS6KA3,6.38,5.22,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,BTK,8.4,5.5,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,AURKC,6.41,5.52,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,EPHA8,6.47,5.7,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,JAK1,6.0,7.31,=,=
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,ACVR1,WEE1,4.79,4.19,=,=
CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,ABL1,PRKACA,5.11,6.3,=,=
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,CAMK1,7.2,7.9,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,BMPR1B,7.85,6.67,=,=
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ACVR1B,CDK4,6.22,6.9,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,ALK,6.51,5.92,=,=
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,ABL1,STK10,5.54,4.24,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ABL2,IKBKE,5.28,5.89,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,ROS1,8.4,5.92,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ABL1,CDK12,5.79,6.8,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,MERTK,6.77,5.75,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,STK17A,6.0,9.0,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,CSNK1A1,8.92,5.38,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ABL2,PKN2,5.98,5.0,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ACVR1,ITK,5.77,5.25,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,RPS6KA4,6.7,5.16,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1B,BMP2K,8.0,6.85,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,MET,6.51,5.55,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,AAK1,PLK3,6.39,7.79,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ABL2,FGFR1,6.38,5.86,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,EPHA5,8.1,7.09,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,HIPK1,8.4,6.52,=,=
CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,ABL1,CSNK1G3,6.3,5.2,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,MAP3K10,6.77,5.8,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,PRKAA2,6.28,8.39,=,=
C#Cc1cn(C2CCCC2)c2ncnc(N)c12,ACVR1,DAPK3,6.1,5.4,=,=
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,ABL2,FLT4,5.35,8.22,=,=
CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,ABL1,PRKCA,6.7,5.7,=,=
C#Cc1cn(C2CCCC2)c2ncnc(N)c12,ACVR1,FGFR1,6.1,5.5,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,BMP2K,6.06,5.42,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,PKN2,7.96,5.89,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,DDR1,7.85,6.66,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,MAPK8,8.47,6.34,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,MAP2K7,8.22,6.53,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ACVR1,DYRK2,5.9,5.22,=,=
CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1,ACVR1,CHEK2,5.4,6.2,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,SIK2,6.86,5.75,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,MYLK,6.0,6.55,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,FYN,7.2,5.02,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,CDK6,8.05,5.68,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL2,TEK,6.62,5.54,=,=
CC(c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1)N1CCCC1,ACVR1B,ACVR2A,4.74,5.62,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,ABL2,ZAP70,6.42,5.8,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,MAP4K1,6.86,7.82,=,=
CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1,ABL1,GRK5,7.0,5.7,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,MAP3K14,8.22,6.45,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,DDR2,5.92,5.21,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,AAK1,MAPK9,7.6,6.37,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,FER,8.05,6.99,=,=
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,AAK1,MET,5.37,7.03,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,EPHB2,8.4,6.25,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,CSNK1G3,8.47,7.01,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ACVR1,MAPKAPK5,8.82,4.61,=,=
Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,ACVR1,DCK,7.4,5.21,=,=
CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC,ABL1,SGK2,6.3,5.4,=,=
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,ABL1,TYRO3,6.5,5.7,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,MAP3K3,8.4,6.19,=,=
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,ABL1,PAK1,9.1,5.7,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,PIP4K2B,7.96,7.41,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,AXL,6.06,5.24,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ABL2,BMPR2,5.28,6.51,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ABL2,GSK3B,6.38,5.21,=,=
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,ABL2,MAPK6,9.16,6.77,=,=
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ACVR1,PIK3CB,5.9,7.12,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ACVR1,EPHA4,6.6,7.66,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,CDK3,8.0,6.97,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,RPS6KA5,6.0,6.6,=,=
CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,AAK1,ROCK2,9.29,6.38,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,CDK5,7.2,5.5,=,=
C(#Cc1cnc2c(-c3ccnc4ccccc34)cnn2c1)CN1CCNCC1,ACVR1B,ACVRL1,4.22,6.47,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,CSNK1A1,6.17,5.38,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,MAP3K2,5.6,6.79,=,=
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,PRKCH,7.32,6.54,=,=
CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,MAPK12,8.3,5.99,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,MAP2K5,5.8,8.14,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,RIPK2,5.8,7.11,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,ERN1,6.41,5.24,=,=
CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,AAK1,BMP2K,8.24,6.79,=,=
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,ABL1,SGK2,6.8,5.9,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,AAK1,RIPK1,7.2,6.62,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,TNNI3K,8.92,6.0,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,MAP3K2,6.7,5.6,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,PIM2,5.8,6.62,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,RPS6KA4,8.05,6.81,=,=
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,AAK1,PRKCB,8.09,4.58,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,MKNK2,6.51,5.9,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ACVR1B,CDK12,7.6,6.36,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,MAP2K2,8.1,5.38,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,AAK1,ROS1,7.6,8.72,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ACVR1,ERBB4,5.77,8.07,=,=
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ACVR1B,CDK16,6.22,7.89,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,MAPK10,6.06,5.26,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,MAP2K1,6.47,5.75,=,=
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,ACVR1,PLK1,6.28,5.46,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,CSK,6.7,5.02,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,ABL2,ERN1,6.87,5.52,=,=
C(#Cc1cnc2c(-c3ccnc4ccccc34)cnn2c1)CN1CCNCC1,ACVR1B,BMPR1A,4.22,5.12,=,=
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,ABL2,NEK2,8.82,5.8,=,=
