smiles_a,gene,smiles_b,pic50_a,pic50_b,relation_a,relation_b
COc1cc(-c2cnc3[nH]c(=O)n(-c4ccc5[nH]c(C)cc5c4)c3n2)cc(OC)c1OC,MAP3K11,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c1[nH]c1ccccc13)CNC2=O,6.26,6.8,=,=
Cc1nccc2cc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ccccn4)cc3)ccc12,IKBKB,CN1CCN(CCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5ccc([N+](=O)[O-])cc5)cc4)SC3=S)cc2)CC1,6.5,6.1,=,=
CNc1ncc2cc(-c3ccccc3Cl)c(=O)n(CCCN)c2n1,PAK1,COCc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,6.42,7.68,=,=
Cc1cc(-c2ncnc3[nH]ccc23)ccc1F,DAPK3,CC(=O)NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,5.5,6.9,=,=
Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,PLK4,O=C1NN=Cc2c[nH]c3cc(NC(=O)C4CC4c4ccccc4)cc1c23,5.7,6.8,=,=
Nc1ccc(-c2cc(N[C@H]3CCCCNC3)c3ccncc3c2)c(F)c1,PRKCZ,CC(C)OC(=O)c1c(-c2ccc3c(c2)OCO3)csc1N,10.0,4.68,=,=
Cc1nc2c(N)cc(N3CCOCC3)nn2c1Nc1ccccc1N1CCOCC1,PIK3C2B,Cc1c(Cc2c(CNCCO)nc3c(N)cc(N4CCOCC4)nn23)cccc1C(F)(F)F,7.92,8.96,=,=
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,PAK2,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.72,8.57,=,=
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDKL5,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,8.59,5.69,=,=
C[C@@H](C(=O)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1)N(C)C(=O)OC(C)(C)C,BUB1,CC1(C)CC(=O)c2c([nH]c(-c3ccncc3)c2Nc2ccccc2CO)C1,5.85,8.59,=,=
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC,TSSK1A,Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3I)cc12,5.9,6.7,=,=
c1ccc2c(c1)ncn2-c1ccnc(NC2CCOCC2)n1,MKNK1,CCC1CCN(Cc2ccc(NC(=O)COc3ccc(-c4cccnc4)cc3)cc2C(F)(F)F)CC1,6.3,5.35,=,=
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,NEK11,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,6.19,6.72,=,=
COc1cccc(NC(=O)Nc2nnc(SCc3cc(=O)n4cccc(C)c4n3)s2)c1,NTRK2,C[C@H](Nc1ccc2[nH]nc(/C=C/c3ccccn3)c2c1)c1cc(F)cc(F)c1,4.7,7.65,=,=
O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCCc1ccccc1,PLK1,O=C(O)Cc1cn(CC(O)CN2CCCC2)c2ccccc12,5.18,6.89,=,=
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CDK14,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,6.16,7.8,=,=
CS(=O)(=O)NC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,CLK2,CCN(CC)Cc1ccc(OC)c(-c2cc3c(-c4ccc(C(=O)O)c(C(C)C)c4)ccnc3[nH]2)c1,9.0,6.11,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,EPHA7,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,6.7,5.17,=,=
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,IPMK,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5.96,4.54,=,=
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccno3)nc3cc(CN[C@@H](C)C(C)(C)C)ccc31)C2,TEC,C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4cnco4)s3)nc3cc(N(C)C(=O)C(C)C)ccc31)C2,7.97,9.06,=,=
O=C1COc2ccc(-c3cnc4[nH]cnc4c3)nc2N1Cc1ccccc1,NUAK1,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,7.7,5.77,=,=
O=C(CS(=O)(=O)c1ccc(Cl)cc1)N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,MAP3K9,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,5.16,5.52,=,=
Brc1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,TTBK1,CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)c(N2CCOCC2)n1,6.12,6.87,=,=
O=C(N[C@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,MAST3,C[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.54,6.0,=,=
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,HUNK,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.27,6.24,=,=
Cc1c(C(N)=O)nc2n1C1CC(C1)c1cc(F)c(C#C[C@@](C)(O)c3ncccn3)cc1-2,MAP3K14,Cc1c(Nc2nccc(-c3cc(C#N)c4c(c3)[C@@](C)(CO)CN4)n2)ccc2c1CCN2C(=O)CN(C)C,7.92,8.6,=,=
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,CAMK1,CC(=O)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c4c(N)ncnc43)CC2)CC1,6.6,5.9,=,=
CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,TLK1,COc1ccccc1C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,6.0,4.89,=,=
COc1cc(-c2cnn3cc(OC)c(N(C)C)nc23)ccn1,TGFBR2,COc1cc(-c2cnn3cc(OC)c(C(C)C)nc23)ccn1,8.1,9.0,=,=
Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,PRKCG,CN1CCOCCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CC1,5.4,5.81,=,=
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CSCCN(Cc2ccc3c(c2Cl)OCO3)C1=O,SRC,COc1ccc(Nc2nnc3cc(-c4c(C)cccc4C)cc(C)c3n2)cc1,5.92,6.85,=,=
COc1cc2ncc(C(=O)Oc3ccccc3C)n2cc1S(=O)(=O)C(C)(C)C,LCK,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,6.29,6.7,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,DCLK3,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,5.35,6.0,=,=
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,CAMK2B,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,6.5,5.4,=,=
CC(C)Cn1cc(C#N)c2cc(N(C)c3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,PFKFB2,CNC(=O)Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,6.85,5.63,=,=
Cc1cn([C@H]2C[C@H](n3cc(-c4ccccn4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,TK2,Cc1cn(CCCCCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,5.89,4.35,=,=
COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCF)c4)nc3c2)c1,FGFR4,C=CC(=O)Nc1cnn(CC(=O)NC)c1-c1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)C21CC1,7.04,7.7,=,=
Cn1cc(CNCc2ccccc2)c2cc(C(=O)Nc3ccc(F)cc3)ccc21,GSG2,COc1cccc(-c2c(C(N)=O)[nH]c3c2C(C)(C)Oc2cnccc2-3)c1,8.15,6.58,=,=
c1cc(N2CCOCC2)ccc1-c1cnc2c(-c3cn[nH]c3)cnn2c1,ACVR1,COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,7.27,5.9,=,=
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,ARAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2ncnc3[nH]cnc23)CC1,6.38,9.0,=,=
CN(C)CCOc1cc(NC(=O)N2CCCc3cccnc32)ncc1C#N,FGFR4,COc1cc(OC)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1.Cl,5.36,7.7,=,=
Cc1nc(-c2ncccc2-c2ccc3ncnc(N)c3c2)ccc1F,TGFBR1,COc1ccc(OC)c(/C=C/C(=O)Nc2sc3c(c2C#N)CCC3)c1,8.7,7.05,=,=
CN(C)CCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,CAMK2B,CCCCOc1ccc(C(C)(C)CC)cc1S(=O)(=O)Nc1ccc(-c2csc3ncnc(N)c23)cc1,5.9,5.4,=,=
CN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)c2C1=O,PIK3R1,CC(=O)Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,6.33,8.45,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,SRPK2,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,5.66,7.44,=,=
[C-]#[N+]c1ccc(NC(=O)N2CCn3nc(-c4cccc(NS(C)(=O)=O)c4)c(C(N)=O)c3C2)cc1,CSNK1D,O=C(Nc1cn2nc(-c3c(-c4ccc(F)cc4)nc4ccccn34)ccc2n1)c1csc(-c2ccncc2)n1,5.9,7.98,=,=
CO[C@H]1CC[C@@H](Nc2cc(NCc3cnccc3C(F)(F)F)ncc2C#N)CC1,PRKCQ,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccc(F)cc3n2)CC1,7.24,8.11,=,=
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,IPMK,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.14,5.64,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,MAP4K3,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1,4.73,7.6,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,SBK1,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,6.7,7.03,=,=
CCS(=O)(=O)N1CC[C@H](Nc2c(Br)cnc3[nH]c(-c4cc(C)n(-c5cccc(C(=O)N6CCOCC6)c5)c4C)nc23)C1,MAP3K11,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,8.22,5.61,=,=
CNc1ncc2cc(-c3ccccc3Cl)c(=O)n(CCCCN)c2n1,SIK3,CNc1ncc2cc(-c3ccc(-c4ncccc4Cl)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,7.6,5.05,=,=
CO[C@H]1CC[C@H](Nc2cc(NCc3cnccc3C(F)(F)F)ncc2C#N)CC1,PRKCQ,CN(C)Cc1ccc2ccc(Cl)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2c1,5.96,6.41,=,=
CC(C)[C@H](NC(=O)c1cc(C2C=C3N=C(c4ccc(OCCN5CCCCC5)cc4)C=CN3N2)cs1)C(F)(F)F,ULK1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,8.8,6.52,=,=
N[C@H](CNc1nnc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,SGK1,O=C(Nc1n[nH]c2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4Cl)cc3)ncc12)C1CCNCC1,5.66,7.89,=,=
Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,EIF2AK1,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,6.34,5.74,=,=
C[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CCC[C@H]5O)c4n3)nc2)CCN1,CDK4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,7.15,8.99,=,=
CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5ncn(C6CC6)c5c4)[nH]n3)cc2)CC1,FLT3,CC(=O)NS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,8.45,5.55,=,=
CCn1cc(CNC(=O)C2=C(C)NC(Nc3nc4ccc(F)c(N)c4o3)=NC2c2ccc(Cl)cc2Cl)cn1,GALK1,CC1=C(C(=O)NCc2cnn(C)c2)[C@@H](c2ccc(C)cc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,6.57,4.91,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,PIP4K2B,Cc1ccc(Nc2cc(Nc3cccc(NC(=O)c4ccc(NC(=O)/C=C/CN(C)C)cc4)c3)ncn2)cc1,6.85,5.21,=,=
NC(=O)c1cnc(N2CCC[C@H](N)C2)nc1Nc1cc(N2CC(N)C2)cc(C(F)(F)F)c1,CAMK1D,CC(SCC1CCC2CC1C2(C)C)C(N)=O,7.0,4.1,=,=
COc1c(Nc2cc(C)[nH]n2)nc(Sc2ccc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3F)cc2F)nc1N1CCOCC1,AURKC,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,6.31,5.37,=,=
CS(C)(=O)=Nc1cc(OCC(F)F)c2c(Nc3ccc(F)cc3O[C@H]3COC[C@@H]3O)ncnc2c1,MKNK2,Nc1snnc1-c1ccc(C(F)(F)F)cc1,6.69,4.44,=,=
O=C(O)c1ccc(-c2ncnc3ccccc23)cc1C1CCCC1,CAMKK1,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,5.26,6.2,=,=
O=C(NCC1CCCCC1)c1cc2c(-c3ccccc3)n[nH]c2s1,STK3,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,5.5,6.32,=,=
O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,PLK3,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,7.3,6.3,=,=
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,LATS2,c1cc(-c2nc(NC3CCCC3)c3ccncc3n2)ccn1,6.19,7.52,=,=
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,SBK1,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,6.25,5.51,=,=
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,ACVR2B,CC(=O)c1c[nH]c(-c2sc(N(c3cnn(-c4ccncc4CO)c3)C3CC3)nc2C(N)=O)c1,5.23,7.16,=,=
CCN1CCC(Oc2ccnc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)c2)CC1,CSF1R,CN(C)c1ccc2c(Nc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2c1,8.52,6.61,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,EPHA7,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,7.77,6.41,=,=
Cc1nccnc1-c1ccc(N(Cc2ccccc2)C(=O)c2ccc(O)cc2O)cc1,PDK1,CCNCc1cccc(CN(C(=O)c2ccc(O)cc2O)c2ccc(-c3nc(Cl)ncc3C)cc2)c1,6.0,7.0,=,=
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,STRADA,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,5.55,6.5,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,STK26,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.94,6.64,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,GRK4,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,7.92,5.46,=,=
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4F)s3)cc12,CDK2,CN1CCC(c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)C(O)C1,6.98,5.68,=,=
Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,CLK1,NC(=O)c1cc(-c2cn3cc(Br)ccc3n2)ccc1O,5.82,6.16,=,=
CNCc1cccc(-c2nnc(-c3nc(-c4ccc(=O)n(C(C)C)c4)cnc3N)o2)c1,ATR,COc1cnccc1-c1cnc(N)c(-c2nnc(-c3ccccc3)o2)n1,7.56,5.45,=,=
COC1OC(=O)c2c(O)c(O)c(O)c(C)c21,MET,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5cccc(F)c5)n(C)c4=O)cc3F)c2cc1OC,5.01,7.42,=,=
COc1nc(N)ncc1-c1ccc(Cl)c(S(=O)(=O)Nc2cccc(F)c2F)c1,PIK3CB,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,7.27,5.3,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,SGK3,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,8.24,6.5,=,=
COc1ccc(NC(=O)c2ccc(-c3nc4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4[nH]3)cc2)cc1,PAK4,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,7.51,6.5,=,=
CN(C)/C=C/CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4cc5ccccc5[nH]4)n3)c2)cc1,CDK7,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,8.49,6.17,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,PRPF4B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.12,6.66,=,=
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,ERBB4,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,5.8,7.64,=,=
C=C(Br)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)nc3)c3c(N)ncnc32)C1,BLK,COc1ccc(-c2cnn3c(N)c(-c4nccs4)c(OC4CCN(C)CC4)nc23)cc1OC,8.8,5.09,=,=
O=C(c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCCCC1,PDK2,CN(C)CCCOc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,5.4,6.03,=,=
CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,EPHA1,COc1cc(Nc2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,6.23,5.51,=,=
O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,PRKG1,COc1cccc([C@@H](CO)O[C@H]2CCCN(Cc3ccc(C(=O)O)cc3C)[C@H]2c2ccccc2)c1,8.8,4.09,=,=
N=c1oc2c(O)cccc2cc1C(N)=O,LCK,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,4.0,6.7,=,=
Nc1nc2ccc(-c3cccnc3)cc2s1,PIP5K1C,CNC(=O)c1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CC3)c2)c1,4.5,8.44,=,=
CCCCCCCC(=O)Nc1nc2[nH]c(CN3CCN(Cc4ccc(F)cc4)CC3)c(CN3CCN(Cc4ccc(F)cc4)CC3)c2c(=O)[nH]1,TEK,Nc1ncc(C#Cc2ccc(F)c(C(=O)Nc3cccc(C(F)(F)F)c3)c2)cn1,5.09,7.33,=,=
CC(C)(O)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,PRKD2,NC(=O)c1cc(N[C@@H]2CCNC2)nc(-c2ccnc(NC3CCCCC3)c2)c1,5.4,7.75,=,=
O=C(O)CSc1ncnc2cc(-c3cc4ccccc4s3)sc12,CAMKK2,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,6.65,5.63,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ULK3,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.79,8.31,=,=
Cc1[nH]nc(N)c1-c1nc2c(F)cccc2s1,ILK,c1ccc2sc(-c3cn[nH]c3)nc2c1,6.4,5.8,=,=
CC(C)NC(=O)c1oc2cnccc2c1Nc1ccc2c(c1)CN/C2=N\O,EIF2AK3,COc1c(C)cc(S(=O)(=O)Nc2cccc(-c3cn(C)c4ncnc(N)c34)c2F)cc1C,5.89,7.48,=,=
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(NC4CCCN4)ccc3OC(F)(F)F)ncc1CC2,PLK2,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1[C@@H]1CCOC1,6.12,7.68,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,TIE1,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.41,5.85,=,=
CCn1cc(-c2cc3c(-c4cccc(N5CCNC[C@@H](O)C5)n4)n[nH]c3cn2)cn1,PIM1,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1O,10.85,8.3,=,=
COc1cccc(Nc2[nH]nc(-c3ccc(NS(=O)(=O)C(F)F)cc3)c2C(N)=O)c1,MLKL,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,9.15,6.0,=,=
Nc1ncc(-c2cc(C3CC3)cc(N3C[C@@H]4C[C@H]3CO4)n2)nc1OC(F)F,MAP3K13,Nc1ncc(-c2cc([C@H]3CCCO3)nc(N3C[C@@H]4C[C@H]3CO4)n2)nc1OC(F)F,7.12,6.7,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,TSSK3,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.0,6.42,=,=
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,ANKK1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,6.0,6.41,=,=
CN(C)CCNC(=O)Nc1ccc(-c2ccc3ncn(-c4ccc(-c5ccccc5F)cc4)c3c2)cc1,ATM,Cc1cc(C[C@H]2CCCN2c2nc(N3CCO[C@H](C)C3)cc(=O)[nH]2)cc(C)n1,7.77,7.24,=,=
COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCN(c2ccccc2)CC1C,BMPR2,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1,7.06,6.16,=,=
